student_id,year,grade,attendance_category,attendance_rate,days_present,total_days,avg_score,score_std,min_score,max_score,iq_level,study_hours_per_week,student_type,has_tuition,has_learning_difficulty,failing_subjects,weak_subjects,homework_completion_rate,homework_on_time_rate,classwork_completion_rate,parent_engagement_score,parent_meeting_attendance_rate,lms_time_hours,lms_engagement_score,health_status,absences_due_to_sickness,health_incidents,attendance_risk_score,academic_risk_score,behavioral_risk_score,overall_risk_score,risk_level,risk_category,Buddhism_score,English_score,Geography_score,History_score,ICT_score,Mathematics_score,Science_score,Sinhala_score,had_intervention,intervention_type,intervention_effective
STU0104,2023,8,good,77.0,154,200,96.75,3.87,70.0,100.0,117,18.9,balanced,1,0,0,0,0.9743,0.8333,0.9846,0.7895,0.6667,160.9,0.7653,average,27,2,97.1,1.81,9.63,32.35,Medium,Medium Risk,97.56,96.99,97.68,96.07,91.74,97.64,98.05,97.38,0,None,0
STU0104,2024,9,good,79.29,157,198,96.84,4.03,66.1,100.0,117,18.9,balanced,1,0,0,0,0.9744,0.8421,0.9846,0.7895,0.6667,139.67,0.7653,average,24,5,86.49,1.78,9.54,29.13,Medium,Medium Risk,97.62,96.91,97.45,96.25,92.71,97.92,97.82,97.95,1,Academic Advising,1
STU0104,2025,10,good,78.24,151,193,97.07,3.78,68.4,100.0,117,18.9,balanced,1,0,0,0,0.9736,0.8376,0.9842,0.7895,0.6667,117.37,0.7653,average,29,1,100.0,1.7,9.59,33.16,Medium,Medium Risk,97.64,97.66,97.52,97.16,92.84,97.89,97.78,97.65,0,None,0
STU0105,2023,8,excellent,82.0,164,200,97.36,2.79,72.3,100.0,115,18.5,science_oriented,0,0,0,0,0.8291,0.68,0.9129,0.6836,0.6667,131.13,0.9046,good,23,2,81.6,4.48,12.27,29.56,Medium,Medium Risk,98.01,95.66,97.89,97.62,97.68,97.28,97.83,97.2,0,None,0
STU0105,2024,9,excellent,84.85,168,198,97.43,2.66,76.6,100.0,115,18.5,science_oriented,0,0,0,0,0.8205,0.6875,0.9077,0.6836,0.6667,124.05,0.9046,good,19,0,67.61,4.62,12.27,25.43,Medium,Medium Risk,97.86,96.16,97.71,97.77,97.67,97.61,97.62,97.2,0,None,0
STU0105,2025,10,excellent,86.01,166,193,97.66,2.28,80.9,100.0,115,18.5,science_oriented,0,0,0,0,0.8248,0.6806,0.9107,0.6836,0.6667,178.12,0.9046,good,18,0,63.79,4.44,12.29,24.21,Low,Low Risk,97.73,96.58,97.9,97.77,97.9,97.87,98.05,97.42,0,None,0
STU0106,2023,8,moderate,69.5,139,200,78.28,16.46,34.9,100.0,118,8.9,language_oriented,0,0,1,0,0.7776,0.7038,0.8309,0.5844,0.3333,89.77,0.7384,below_average,47,2,100.0,28.14,17.73,47.1,High,High Risk,89.89,95.25,77.44,94.13,68.48,60.31,63.76,86.73,0,None,0
STU0106,2024,9,moderate,64.14,127,198,78.26,16.74,25.5,100.0,118,8.9,language_oriented,0,0,1,0,0.7692,0.7,0.8308,0.5844,0.3333,73.07,0.7384,below_average,53,5,100.0,28.31,17.77,47.18,High,High Risk,88.93,95.14,78.3,93.51,71.17,61.45,63.19,88.0,0,None,0
STU0106,2025,10,moderate,69.95,135,193,80.27,15.65,28.5,100.0,118,8.9,language_oriented,0,0,1,0,0.7721,0.7048,0.8316,0.5844,0.3333,40.13,0.7384,below_average,48,4,100.0,27.45,17.71,46.78,High,High Risk,92.83,95.26,80.42,94.75,72.9,63.36,67.22,88.6,1,Counseling,1
STU0107,2023,8,moderate,66.5,133,200,51.64,11.69,9.9,88.6,86,8.7,balanced,0,0,1,3,0.4363,0.3538,0.5283,0.7274,0.6667,56.35,0.7023,good,42,2,100.0,69.62,23.45,67.19,High,High Risk,53.93,46.13,51.28,43.99,56.77,61.6,45.75,51.97,0,None,0
STU0107,2024,9,moderate,62.12,123,198,54.85,12.09,19.1,88.8,86,8.7,balanced,0,0,1,3,0.4359,0.3529,0.5231,0.7274,0.6667,93.3,0.7023,good,46,0,100.0,68.34,23.54,66.64,High,High Risk,57.35,48.52,53.1,47.49,61.43,65.39,49.52,53.77,1,Counseling,0
STU0107,2025,10,moderate,63.73,123,193,57.71,11.87,27.6,88.0,86,8.7,balanced,0,0,1,0,0.4387,0.3603,0.5265,0.7274,0.6667,57.32,0.7023,good,44,0,100.0,43.14,23.42,55.27,High,High Risk,58.46,53.1,56.27,50.78,64.36,67.85,52.51,54.35,1,Tutoring,1
STU0108,2023,8,excellent,83.5,167,200,93.43,9.01,43.7,100.0,121,20.4,language_oriented,1,0,0,1,0.8119,0.6211,0.8974,0.7457,0.6667,81.78,0.95,average,21,1,74.55,14.39,11.16,31.63,Medium,Medium Risk,96.35,98.01,86.35,97.31,97.62,78.94,96.58,98.36,0,None,0
STU0108,2024,9,excellent,78.28,155,198,94.16,7.86,52.7,100.0,121,20.4,language_oriented,1,0,0,0,0.8205,0.625,0.8923,0.7457,0.6667,93.93,0.95,average,34,3,100.0,5.92,11.2,35.47,Medium,Medium Risk,97.28,97.85,89.9,97.97,97.73,81.71,96.79,97.86,0,None,0
STU0108,2025,10,excellent,80.83,156,193,95.26,6.52,56.3,100.0,121,20.4,language_oriented,1,0,0,0,0.8155,0.6236,0.8949,0.7457,0.6667,72.0,0.95,average,27,5,94.42,5.58,11.18,33.63,Medium,Medium Risk,97.07,98.0,91.82,97.91,97.93,86.47,97.2,97.99,1,Study Group,1
STU0109,2023,8,good,77.0,154,200,90.36,10.36,49.0,100.0,99,14.5,language_oriented,1,0,0,1,0.8455,0.6362,0.9228,0.8004,0.6667,127.32,0.7627,excellent,25,1,91.1,14.95,12.35,37.14,Medium,Medium Risk,97.39,97.84,91.37,96.49,80.56,81.34,86.36,96.68,0,None,0
STU0109,2024,9,good,76.77,152,198,91.69,9.07,54.6,100.0,99,14.5,language_oriented,1,0,0,0,0.8462,0.6364,0.9231,0.8004,0.6667,81.78,0.7627,excellent,21,0,79.26,6.4,12.34,29.74,Medium,Medium Risk,97.02,97.62,93.43,97.33,83.66,83.08,88.68,96.72,0,None,0
STU0109,2025,10,good,76.17,147,193,92.57,8.58,48.2,100.0,99,14.5,language_oriented,1,0,0,1,0.8419,0.6354,0.9209,0.8004,0.6667,138.1,0.7627,excellent,25,3,91.68,14.13,12.39,36.96,Medium,Medium Risk,97.24,97.75,94.63,97.59,83.72,86.35,90.49,97.28,0,None,0
STU0110,2023,8,excellent,84.0,168,200,91.91,8.79,59.5,100.0,98,20.1,balanced,1,0,0,0,0.7439,0.6779,0.7643,0.7046,0.6667,107.57,0.7393,good,16,1,59.2,8.36,16.57,25.66,Medium,Medium Risk,78.02,97.07,95.58,96.59,88.04,89.52,93.63,95.49,0,None,0
STU0110,2024,9,excellent,81.82,162,198,93.37,7.48,55.5,100.0,98,20.1,balanced,1,0,0,0,0.7436,0.6897,0.7692,0.7046,0.6667,140.3,0.7393,good,25,3,87.73,7.78,16.38,33.92,Medium,Medium Risk,81.75,97.18,96.39,97.08,90.74,91.49,95.15,95.53,0,None,0
STU0110,2025,10,excellent,84.46,163,193,94.36,6.82,57.9,100.0,98,20.1,balanced,1,0,0,0,0.7457,0.682,0.7684,0.7046,0.6667,133.83,0.7393,good,19,1,67.88,7.34,16.47,27.79,Medium,Medium Risk,83.49,97.97,97.11,97.09,91.59,92.81,96.05,97.06,1,Parent Meeting,0
STU0111,2023,8,excellent,83.0,166,200,94.99,6.23,58.7,100.0,109,18.4,language_oriented,0,0,0,0,0.7696,0.7221,0.8154,0.7542,0.6667,121.73,0.8646,average,24,0,83.9,6.61,12.49,31.27,Medium,Medium Risk,97.66,97.94,90.8,96.61,94.48,90.34,95.92,97.45,0,None,0
STU0111,2024,9,excellent,86.87,172,198,95.72,5.51,59.0,100.0,109,18.4,language_oriented,0,0,0,0,0.7692,0.7333,0.8154,0.7542,0.6667,96.92,0.8646,average,17,2,60.19,6.33,12.38,24.0,Low,Low Risk,97.66,97.61,92.74,97.3,95.35,92.03,96.38,97.65,1,Study Group,1
STU0111,2025,10,excellent,82.9,160,193,96.53,4.19,67.7,100.0,109,18.4,language_oriented,0,0,0,0,0.7721,0.727,0.8158,0.7542,0.6667,177.55,0.8646,average,19,2,68.97,5.95,12.44,26.48,Medium,Medium Risk,97.45,97.67,94.58,97.86,95.91,94.25,97.37,97.62,0,None,0
STU0112,2023,8,excellent,91.0,182,200,95.23,5.89,47.7,100.0,108,16.7,language_oriented,0,0,0,1,0.9485,0.8914,0.9846,0.6736,0.6667,75.0,0.7315,excellent,9,2,33.3,10.94,11.87,17.88,Low,Low Risk,97.92,97.68,92.84,97.42,93.39,91.43,95.33,97.18,0,None,0
STU0112,2024,9,excellent,76.77,152,198,95.43,5.96,58.7,100.0,108,16.7,language_oriented,0,0,0,0,0.9487,0.8919,0.9846,0.6736,0.6667,85.0,0.7315,excellent,23,1,85.26,2.85,11.87,29.83,Medium,Medium Risk,97.62,97.93,93.2,97.39,93.16,91.41,96.24,97.49,0,None,0
STU0112,2025,10,excellent,88.08,170,193,95.25,5.87,61.0,100.0,108,16.7,language_oriented,0,0,0,0,0.9473,0.8887,0.9842,0.6736,0.6667,127.05,0.7315,excellent,9,1,35.34,2.95,11.9,14.91,Low,Low Risk,97.66,97.78,93.72,96.52,92.71,91.75,95.69,97.27,0,None,0
STU0113,2023,8,excellent,84.5,169,200,90.99,9.08,47.1,100.0,127,12.0,balanced,0,0,0,1,0.8119,0.6211,0.882,0.7647,0.6667,130.77,0.8357,below_average,24,6,82.85,15.37,12.73,34.95,Medium,Medium Risk,83.55,91.79,91.32,95.19,97.13,92.96,82.51,94.15,0,None,0
STU0113,2024,9,excellent,83.84,166,198,91.23,9.21,51.1,100.0,127,12.0,balanced,0,0,0,0,0.8205,0.625,0.8769,0.7647,0.6667,172.07,0.8357,below_average,23,0,80.31,7.1,12.77,30.48,Medium,Medium Risk,81.42,92.98,88.05,95.14,97.67,93.78,84.08,95.35,0,None,0
STU0113,2025,10,excellent,86.53,167,193,91.72,8.78,50.3,100.0,127,12.0,balanced,0,0,0,0,0.8155,0.6236,0.8791,0.7647,0.6667,94.82,0.8357,below_average,22,2,75.43,7.0,12.75,28.97,Low,Low Risk,83.81,92.91,90.26,95.73,97.39,94.87,84.22,95.45,0,None,0
STU0114,2023,8,moderate,65.5,131,200,71.92,18.02,19.8,100.0,109,10.7,science_oriented,1,0,1,1,0.6409,0.5859,0.6974,0.584,0.3333,53.0,0.5359,good,40,3,100.0,41.41,23.96,54.63,High,High Risk,70.16,62.65,45.94,82.02,89.74,89.11,74.59,54.04,0,None,0
STU0114,2024,9,moderate,64.14,127,198,74.3,16.77,31.6,100.0,109,10.7,science_oriented,1,0,1,0,0.641,0.6,0.6923,0.584,0.3333,52.02,0.5359,good,40,1,100.0,32.46,23.9,50.58,High,High Risk,71.02,68.4,50.8,84.76,89.96,89.62,76.16,57.95,1,Counseling,1
STU0114,2025,10,moderate,59.07,114,193,75.5,16.53,21.1,100.0,109,10.7,science_oriented,1,0,1,0,0.6403,0.5884,0.6949,0.584,0.3333,66.82,0.5359,good,45,2,100.0,31.99,23.97,50.39,High,High Risk,72.98,68.6,51.83,85.6,90.41,89.79,78.68,59.31,0,None,0
STU0115,2023,8,excellent,83.0,166,200,81.97,11.83,44.2,100.0,109,22.7,science_oriented,0,0,0,1,0.6924,0.5796,0.7129,0.7754,0.6667,106.82,0.6883,below_average,30,6,100.0,21.36,17.68,44.03,Medium,Medium Risk,82.84,78.91,74.11,89.33,91.22,86.57,77.28,76.89,0,None,0
STU0115,2024,9,excellent,89.9,178,198,83.18,11.77,42.8,100.0,109,22.7,science_oriented,0,0,0,1,0.6923,0.5926,0.7077,0.7754,0.6667,92.8,0.6883,below_average,16,4,55.07,20.88,17.63,30.32,Low,Low Risk,86.18,81.14,75.7,89.94,91.68,87.39,77.14,77.48,0,None,0
STU0115,2025,10,excellent,93.78,181,193,83.5,11.87,33.8,100.0,109,22.7,science_oriented,0,0,1,0,0.693,0.5817,0.7107,0.7754,0.6667,146.53,0.6883,below_average,10,4,34.35,27.74,17.69,27.21,Medium,Medium Risk,85.16,80.41,77.7,88.6,92.62,87.14,77.22,80.23,0,None,0
STU0116,2023,8,moderate,62.5,125,200,57.57,18.67,7.6,100.0,106,1.5,language_oriented,0,0,2,0,0.4957,0.4128,0.5537,0.6696,0.6667,42.2,0.5619,excellent,35,1,100.0,57.06,45.75,67.11,High,High Risk,64.01,53.17,68.48,83.7,54.08,29.94,55.02,67.86,0,None,0
STU0116,2024,9,moderate,60.61,120,198,61.56,19.93,7.9,100.0,106,1.5,language_oriented,0,0,2,0,0.4872,0.4211,0.5538,0.6696,0.6667,49.82,0.5619,excellent,42,3,100.0,55.63,45.66,66.45,High,High Risk,65.92,57.14,75.3,91.36,59.63,32.02,57.0,71.0,0,None,0
STU0116,2025,10,moderate,67.88,131,193,65.66,19.21,11.3,100.0,106,1.5,language_oriented,0,0,1,1,0.4915,0.4103,0.5526,0.6696,0.6667,88.65,0.5619,excellent,36,0,100.0,46.91,45.79,62.56,High,High Risk,71.57,62.89,81.24,92.55,62.01,35.97,62.89,76.02,1,Study Skills Workshop,1
STU0117,2023,8,good,76.0,152,200,90.55,9.54,51.9,100.0,106,15.9,science_oriented,0,0,0,0,0.9485,0.7745,0.9846,0.7563,0.6667,168.68,0.95,average,34,4,100.0,4.81,8.11,34.19,Medium,Medium Risk,93.62,86.66,85.68,97.13,92.95,92.11,97.6,78.58,0,None,0
STU0117,2024,9,good,77.78,154,198,91.92,9.0,55.7,100.0,106,15.9,science_oriented,0,0,0,0,0.9487,0.7838,0.9846,0.7563,0.6667,98.87,0.95,average,28,3,99.56,4.26,8.02,33.79,Medium,Medium Risk,94.61,88.02,88.47,97.15,95.35,94.24,97.75,79.64,0,None,0
STU0117,2025,10,good,83.42,161,193,93.43,7.92,55.3,100.0,106,15.9,science_oriented,0,0,0,0,0.9473,0.7774,0.9842,0.7563,0.6667,137.92,0.95,average,24,3,83.61,3.68,8.09,28.76,Medium,Medium Risk,95.72,90.6,92.08,97.64,95.48,95.13,97.87,82.84,0,None,0
STU0118,2023,8,moderate,64.0,128,200,69.31,15.72,18.2,100.0,87,15.7,science_oriented,0,0,1,1,0.573,0.537,0.682,0.6389,0.3333,93.38,0.4978,excellent,43,2,100.0,43.82,24.15,55.76,High,High Risk,64.86,49.58,77.97,76.98,87.04,70.95,75.25,57.81,0,None,0
STU0118,2024,9,moderate,61.11,121,198,72.25,15.54,23.6,100.0,87,15.7,science_oriented,0,0,1,0,0.5641,0.5455,0.6769,0.6389,0.3333,64.25,0.4978,excellent,45,2,100.0,34.82,24.15,51.7,High,High Risk,65.99,51.2,81.63,79.19,90.5,73.71,77.14,61.69,1,Counseling,0
STU0118,2025,10,moderate,63.73,123,193,74.28,15.3,29.1,100.0,87,15.7,science_oriented,0,0,1,0,0.5705,0.5382,0.6791,0.6389,0.3333,82.65,0.4978,excellent,41,1,100.0,33.88,24.19,51.29,High,High Risk,67.98,54.78,83.24,80.89,92.24,74.41,77.19,64.09,1,Parent Meeting,0
STU0119,2023,8,moderate,67.0,134,200,57.5,15.72,13.1,100.0,70,8.1,balanced,0,0,1,3,0.47,0.4002,0.5691,0.5635,0.3333,36.78,0.7571,below_average,52,4,100.0,66.6,24.84,66.18,High,High Risk,53.78,57.1,46.79,47.46,42.5,71.51,55.97,76.12,0,None,0
STU0119,2024,9,moderate,58.08,115,198,61.44,15.24,14.8,100.0,70,8.1,balanced,0,0,1,2,0.4615,0.3889,0.5692,0.5635,0.3333,91.52,0.7571,below_average,58,7,100.0,57.19,24.95,61.97,High,High Risk,58.22,61.86,51.64,49.65,48.16,73.65,58.71,81.69,0,None,0
STU0119,2025,10,moderate,65.28,126,193,62.88,15.13,23.1,100.0,70,8.1,balanced,0,0,1,1,0.4651,0.3965,0.5684,0.5635,0.3333,39.02,0.7571,below_average,54,10,100.0,48.55,24.88,58.07,High,High Risk,59.97,61.73,51.54,52.53,49.62,75.84,61.02,81.71,0,None,0
STU0120,2023,8,good,68.0,136,200,69.41,18.65,25.3,100.0,96,8.0,language_oriented,0,0,1,1,0.5815,0.4848,0.6357,0.749,0.6667,132.63,0.6152,good,33,3,100.0,43.61,21.41,54.97,High,High Risk,95.1,65.92,71.66,72.27,48.21,59.17,54.66,94.66,0,None,0
STU0120,2024,9,good,72.22,143,198,72.93,17.91,19.1,100.0,96,8.0,language_oriented,0,0,1,0,0.5897,0.4783,0.6308,0.749,0.6667,102.07,0.6152,good,36,1,100.0,34.03,21.55,50.7,Medium,Medium Risk,96.87,68.13,79.4,77.45,51.0,61.4,61.41,94.79,1,Parent Meeting,1
STU0120,2025,10,good,74.61,144,193,76.66,16.48,23.3,100.0,96,8.0,language_oriented,0,0,1,0,0.5876,0.4776,0.6316,0.749,0.6667,108.95,0.6152,good,26,1,95.77,32.58,21.54,48.78,Medium,Medium Risk,97.37,74.21,82.86,83.52,55.48,67.18,66.4,96.59,0,None,0
STU0121,2023,8,good,75.5,151,200,55.17,15.57,13.9,99.4,79,15.3,practical,0,0,1,3,0.6409,0.5603,0.718,0.8584,0.6667,173.03,0.509,good,25,2,92.15,64.12,18.82,61.2,High,High Risk,55.35,42.3,75.9,65.9,68.15,41.33,53.89,47.41,0,None,0
STU0121,2024,9,good,76.26,151,198,58.43,15.95,18.9,100.0,79,15.3,practical,0,0,1,2,0.641,0.56,0.7231,0.8584,0.6667,134.48,0.509,good,25,1,91.62,54.81,18.75,56.84,Medium,Medium Risk,57.4,45.37,79.29,71.43,70.78,46.12,55.98,50.48,0,None,0
STU0121,2025,10,good,77.72,150,193,61.21,16.27,19.8,100.0,79,15.3,practical,0,0,1,2,0.6403,0.5617,0.7209,0.8584,0.6667,132.75,0.509,good,22,5,81.6,53.71,18.76,53.34,Medium,Medium Risk,59.97,46.31,81.07,73.9,75.71,47.54,59.2,53.66,0,None,0
STU0122,2023,8,good,68.0,136,200,92.71,8.85,58.0,100.0,114,17.5,practical,1,0,0,0,0.8376,0.7753,0.8772,0.7941,0.6667,74.5,0.95,good,38,2,100.0,6.16,8.96,35.01,High,High Risk,98.06,90.8,97.38,96.1,84.59,85.48,97.3,95.64,0,None,0
STU0122,2024,9,good,80.3,159,198,93.41,8.08,57.6,100.0,114,17.5,practical,1,0,0,0,0.8462,0.7879,0.8769,0.7941,0.6667,143.67,0.95,good,21,2,76.79,5.71,8.84,27.82,Medium,Medium Risk,97.67,91.83,97.95,96.71,85.75,87.08,97.12,96.5,1,Mentoring Program,0
STU0122,2025,10,good,76.17,147,193,94.37,7.31,46.6,100.0,114,17.5,practical,1,0,0,1,0.8419,0.7808,0.8791,0.7941,0.6667,135.55,0.95,good,26,1,94.68,13.41,8.87,36.66,Medium,Medium Risk,97.51,93.27,97.88,96.82,88.03,89.48,97.41,96.55,1,Study Group,0
STU0123,2023,8,excellent,86.0,172,200,94.19,6.86,52.6,100.0,87,15.3,balanced,1,0,0,0,0.9743,0.9038,0.9846,0.7043,0.6667,164.97,0.8274,excellent,14,0,51.8,2.84,9.7,19.24,Low,Low Risk,89.8,96.97,90.6,95.52,92.13,97.58,92.71,95.93,0,None,0
STU0123,2024,9,excellent,83.84,166,198,94.17,6.89,59.4,100.0,87,15.3,balanced,1,0,0,0,0.9744,0.8947,0.9846,0.7043,0.6667,116.2,0.8274,excellent,16,0,59.31,2.84,9.79,21.52,Medium,Medium Risk,90.2,96.43,90.01,95.64,91.47,96.78,94.03,96.44,0,None,0
STU0123,2025,10,excellent,84.46,163,193,94.38,6.43,63.8,100.0,87,15.3,balanced,1,0,0,0,0.9736,0.9013,0.9842,0.7043,0.6667,136.75,0.8274,excellent,12,3,46.88,2.78,9.73,17.75,Medium,Medium Risk,91.16,97.03,90.31,94.77,91.39,97.2,93.94,96.85,0,None,0
STU0124,2023,8,moderate,68.0,136,200,68.87,15.52,18.2,100.0,90,15.1,science_oriented,0,0,1,1,0.5894,0.4345,0.6309,0.6991,0.6667,50.1,0.5597,excellent,35,0,100.0,43.66,23.82,55.6,High,High Risk,71.82,47.7,60.6,78.75,65.94,84.19,67.7,71.12,0,None,0
STU0124,2024,9,moderate,68.69,136,198,70.23,15.16,26.1,100.0,90,15.1,science_oriented,0,0,1,0,0.5897,0.4348,0.6308,0.6991,0.6667,81.47,0.5597,excellent,34,2,100.0,35.11,23.81,51.75,High,High Risk,72.92,50.42,61.96,77.68,69.66,84.32,68.11,73.39,1,Mentoring Program,0
STU0124,2025,10,moderate,61.14,118,193,70.68,15.0,23.5,100.0,90,15.1,science_oriented,0,0,1,0,0.5876,0.4327,0.6316,0.6991,0.6667,67.02,0.5597,excellent,36,0,100.0,34.98,23.82,51.7,High,High Risk,74.65,50.34,64.02,80.03,69.11,84.09,68.63,73.24,1,Tutoring,0
STU0125,2023,8,excellent,90.0,180,200,97.87,1.91,83.4,100.0,122,23.7,science_oriented,1,0,0,0,0.9228,0.6946,0.9846,0.7263,0.3333,105.98,0.8433,average,15,0,52.0,2.4,11.11,19.46,Low,Low Risk,97.5,98.03,97.54,97.65,98.05,98.02,98.08,97.86,0,None,0
STU0125,2024,9,excellent,84.85,168,198,97.93,1.74,92.1,100.0,122,23.7,science_oriented,1,0,0,0,0.9231,0.6944,0.9846,0.7263,0.3333,117.88,0.8433,average,20,2,70.61,2.37,11.11,25.02,Medium,Medium Risk,97.88,97.88,97.63,98.14,98.05,98.18,97.67,97.93,0,None,0
STU0125,2025,10,excellent,90.16,174,193,97.88,1.78,87.0,100.0,122,23.7,science_oriented,1,0,0,0,0.9209,0.6953,0.9842,0.7263,0.3333,130.38,0.8433,average,14,4,48.89,2.43,11.11,18.54,Low,Low Risk,98.06,98.11,97.64,97.83,97.92,97.81,97.79,97.89,1,Study Group,0
STU0126,2023,8,excellent,87.0,174,200,89.57,10.3,50.1,100.0,130,13.2,balanced,0,1,0,0,0.9063,0.7742,0.9846,0.7082,0.6667,178.43,0.7422,below_average,20,3,69.1,6.04,32.19,31.5,Low,Low Risk,92.9,84.0,81.25,91.59,88.62,86.56,94.5,96.17,0,None,0
STU0126,2024,9,excellent,88.89,176,198,90.61,9.63,38.1,100.0,130,13.2,balanced,0,1,0,1,0.8974,0.7714,0.9846,0.7082,0.6667,127.42,0.7422,below_average,17,6,58.78,13.81,32.22,31.9,Low,Low Risk,93.7,84.45,83.16,92.79,88.1,89.19,95.53,96.89,0,None,0
STU0126,2025,10,excellent,86.53,167,193,92.7,8.07,55.7,100.0,130,13.2,balanced,0,1,0,0,0.9038,0.7769,0.9842,0.7082,0.6667,130.45,0.7422,below_average,21,8,72.43,4.84,32.17,31.95,Low,Low Risk,94.83,87.7,87.47,93.61,91.72,91.55,96.89,97.23,0,None,0
STU0127,2023,8,good,70.0,140,200,93.01,8.49,52.1,100.0,90,17.4,language_oriented,0,0,0,0,0.8548,0.6595,0.9382,0.8574,0.6667,179.95,0.675,good,37,4,100.0,5.7,12.06,35.58,Medium,Medium Risk,98.13,93.52,96.98,97.39,93.79,83.58,89.12,96.96,0,None,0
STU0127,2024,9,good,75.25,149,198,92.9,8.31,53.3,100.0,90,17.4,language_oriented,0,0,0,0,0.8462,0.6667,0.9385,0.8574,0.6667,158.52,0.675,good,33,1,100.0,5.92,11.98,35.66,Medium,Medium Risk,98.02,93.71,96.68,96.68,94.44,84.06,88.41,97.19,1,Academic Advising,1
STU0127,2025,10,good,68.39,132,193,92.89,8.36,53.4,100.0,90,17.4,language_oriented,0,0,0,0,0.8511,0.6595,0.9368,0.8574,0.6667,112.95,0.675,good,42,2,100.0,5.82,12.08,35.64,High,High Risk,97.91,93.05,96.69,96.7,94.13,84.23,88.34,97.18,0,None,0
STU0128,2023,8,moderate,64.0,128,200,64.62,15.93,21.9,100.0,113,5.9,language_oriented,0,0,1,1,0.7346,0.6514,0.7846,0.6937,0.6667,99.13,0.4724,excellent,38,0,100.0,42.46,40.76,59.3,High,High Risk,96.99,62.56,66.15,69.96,45.46,54.67,63.1,68.99,0,None,0
STU0128,2024,9,moderate,68.69,136,198,66.56,16.03,22.8,100.0,113,5.9,language_oriented,0,0,1,1,0.7436,0.6552,0.7846,0.6937,0.6667,42.6,0.4724,excellent,27,3,100.0,41.51,40.72,58.86,High,High Risk,96.79,63.76,68.59,70.55,49.89,54.23,66.64,68.85,1,Counseling,1
STU0128,2025,10,moderate,64.77,125,193,67.43,16.28,23.0,100.0,113,5.9,language_oriented,0,0,1,1,0.7365,0.6547,0.7842,0.6937,0.6667,44.57,0.4724,excellent,32,1,100.0,41.3,40.73,58.77,High,High Risk,97.12,65.85,71.29,73.16,47.54,54.44,66.89,72.81,1,Study Skills Workshop,1
STU0129,2023,8,excellent,84.5,169,200,95.56,5.38,62.1,100.0,120,12.9,science_oriented,0,0,0,0,0.9743,0.8943,0.9846,0.6936,0.6667,81.47,0.95,excellent,17,1,61.85,2.29,8.17,21.63,Medium,Medium Risk,93.35,95.77,95.5,95.67,97.85,94.21,97.73,94.17,0,None,0
STU0129,2024,9,excellent,79.29,157,198,95.96,4.69,65.8,100.0,120,12.9,science_oriented,0,0,0,0,0.9744,0.8947,0.9846,0.6936,0.6667,109.75,0.95,excellent,17,2,65.49,2.13,8.16,22.65,Medium,Medium Risk,94.49,96.43,96.81,95.48,97.87,94.9,97.66,93.99,1,Study Group,0
STU0129,2025,10,excellent,84.46,163,193,96.38,4.53,65.5,100.0,120,12.9,science_oriented,0,0,0,0,0.9736,0.8917,0.9842,0.6936,0.6667,166.1,0.95,excellent,17,1,61.88,1.97,8.2,21.5,Medium,Medium Risk,94.2,97.38,96.41,95.91,97.86,95.7,97.58,95.32,0,None,0
STU0130,2023,8,moderate,66.5,133,200,48.55,16.05,8.4,98.1,81,5.0,language_oriented,1,0,2,4,0.5043,0.4569,0.5283,0.5945,0.6667,71.73,0.7298,good,36,2,100.0,92.5,44.67,82.79,High,High Risk,54.41,65.76,39.61,66.13,37.85,41.45,34.61,56.1,0,None,0
STU0130,2024,9,moderate,73.74,146,198,50.97,16.52,11.4,94.4,81,5.0,language_oriented,1,0,1,4,0.5128,0.45,0.5231,0.5945,0.6667,55.83,0.7298,good,32,2,100.0,76.35,44.82,75.56,High,High Risk,58.03,68.21,39.3,70.61,40.25,45.35,36.32,57.37,1,Tutoring,1
STU0130,2025,10,moderate,64.77,125,193,52.97,16.4,10.2,97.4,81,5.0,language_oriented,1,0,1,4,0.5085,0.4481,0.5265,0.5945,0.6667,41.52,0.7298,good,47,1,100.0,75.64,44.78,75.23,High,High Risk,58.72,69.91,42.96,71.27,42.13,46.86,38.03,59.51,1,Tutoring,1
STU0131,2023,8,good,71.5,143,200,90.13,10.37,46.5,100.0,108,13.0,practical,0,0,0,1,0.8291,0.68,0.9228,0.8205,0.6667,113.93,0.95,excellent,30,0,100.0,15.37,8.7,39.09,Medium,Medium Risk,95.22,92.91,86.87,83.36,96.28,77.57,96.75,95.58,0,None,0
STU0131,2024,9,good,75.76,150,198,90.84,10.04,46.9,100.0,108,13.0,practical,0,0,0,1,0.8205,0.6875,0.9231,0.8205,0.6667,95.17,0.95,excellent,21,1,79.97,15.26,8.62,33.01,Medium,Medium Risk,96.41,93.0,88.87,85.08,96.97,77.52,96.82,95.19,0,None,0
STU0131,2025,10,good,78.76,152,193,91.73,9.27,50.5,100.0,108,13.0,practical,0,0,0,0,0.8248,0.6806,0.9209,0.8205,0.6667,87.28,0.95,excellent,20,0,74.87,6.81,8.72,27.71,Medium,Medium Risk,97.04,94.23,89.75,85.58,96.78,80.07,97.14,95.43,0,None,0
